name,region,CO2,GDP_per_capita,airports,alcohol,area,birth_rate,broadband,budget_surplus_or_deficit,child_mortality_ratio,death_rate,debt,education,electricity,energy_per_capita,exports,imports,inflation,internet_users,labor_force,life_expectancy,maternal_mortality_ratio,median_age,military_expenditures,net_migration_rate,obesity,population,population_growth_rate,railways,roadways,total_fertility,unemployment
Kosovo,Europe,8009000.00,11900.00,6,,10887.00,14.57,,-2.1,24.93,7.65,21.2,,1424000.00,51462000.00,3138000000.00,6128000000.00,3.35,1756300.00,500300.00,72.15,,30.5,0.8,-0.71,,1964327.00,0.62,437.00,2012.00,1.88,30.5
Zimbabwe,Africa,7902000.00,2100.00,196,3.11,390757.00,32.77,203461.00,-9.6,27.67,8.51,82.3,3.9,2473000.00,11516000.00,5263000000.00,5489000000.00,98.55,5600000.00,7916000.00,63.79,357,20.5,1.8,-4.74,15.5,15418674.00,1.95,3427.00,97267.00,3.88,5.17
Paraguay,South America,7896000.00,13700.00,799,5.47,406752.00,16.15,562369.00,-1.1,22.6,4.9,19.5,3.3,8831000.00,62775000.00,14154000000.00,13454000000.00,4.79,5159000.00,3430000.00,78.61,71,29.7,1,-0.07,20.3,7439863.00,1.12,30.00,78811.00,1.88,7.21
Afghanistan,South Asia,7893000.00,1500.00,46,0.01,652230.00,34.79,26570.00,-15.1,103.06,12.08,7,2.9,776000.00,3227000.00,1476000000.00,6983000000.00,2.3,7020000.00,9390000.00,54.05,620,19.5,3.1,-0.1,5.5,39232003.00,2.26,,34903.00,4.53,13.28
Kyrgyzstan,Central Asia,7880000.00,4800.00,28,4.02,199951.00,19.08,289000.00,-3.2,25.08,6.07,72.23,6.2,4626000.00,35059000.00,3350000000.00,5919000000.00,11.91,5070000.00,2478000.00,72.63,50,27.3,2.6,-4.83,16.6,6122781.00,0.82,424.00,34000.00,2.47,9.1
Mozambique,Africa,7753000.00,1200.00,98,1.46,799380.00,36.94,70000.00,-5.6,59.77,9.93,102.88,6.3,2765000.00,8107000.00,6404000000.00,10392000000.00,5.69,5440000.00,14137000.00,57.7,127,17,0.9,-1.54,7.2,32513805.00,2.55,4787.00,31083.00,4.74,3.98
Nepal,South Asia,7708000.00,3800.00,47,0.36,147181.00,17.26,1270000.00,-0.1,24.55,5.59,39.05,4.2,1392000.00,5219000.00,2520000000.00,16993000000.00,4.09,15600000.00,16884000.00,72.67,174,25.3,2.6,-4.29,4.1,30899443.00,0.74,59.00,27990.00,1.88,5.05
Tajikistan,Central Asia,7643000.00,3900.00,24,0.85,144100.00,20.28,6000.00,-1.5,31.62,5.67,50.4,5.9,7114000.00,27651000.00,2161000000.00,4258000000.00,7.7,3009054.00,2500000.00,69.66,17,25.3,2.2,-1.02,14.2,9245937.00,1.36,680.00,30000.00,2.42,7.75
El Salvador,Central America and the Caribbean,7632000.00,9100.00,68,2.94,21041.00,17.49,586000.00,-2.5,11.9,5.92,71.41,4.1,2586000.00,24124000.00,8491000000.00,15754000000.00,3.47,3969000.00,2658000.00,75.63,43,27.7,1,-7.01,24.6,6602370.00,0.46,12.50,9012.00,2.04,5.94
North Macedonia,Europe,7383000.00,16500.00,10,3.9,25713.00,10.33,475569.00,-2.7,7.16,9.61,39.3,,1928000.00,53572000.00,9157000000.00,11354000000.00,3.23,1743000.00,916200.00,77.09,3,39,0.9,0.38,22.4,2133410.00,0.11,699.00,14182.00,1.52,16.2
Mauritius,Africa,7191000.00,21000.00,5,3.39,2040.00,9.82,323200.00,-0.3,11.84,8.95,57.96,4.9,936000.00,79448000.00,3198000000.00,6082000000.00,4.03,884000.00,597900.00,75.13,84,36.3,0.3,0,10.8,1309448.00,0.09,,2428.00,1.35,7.41
Cameroon,Africa,7105000.00,3700.00,33,4.09,475440.00,35.13,722579.00,-3.4,47.4,7.54,36.9,3.2,1754000.00,6187000.00,7449000000.00,9027000000.00,2.27,12420000.00,11810000.00,63.74,438,18.5,1.5,-0.3,11.4,30135732.00,2.73,987.00,77589.00,4.5,3.87
Benin,Africa,6903000.00,3300.00,6,1.25,112622.00,40.72,29981.00,-6.2,54.33,7.82,54.6,3,475000.00,8468000.00,3506000000.00,3942000000.00,1.73,4420000.00,5295000.00,62.6,523,17,0.7,0.24,9.6,14219908.00,3.31,438.00,16000.00,5.39,1.57
Zambia,Africa,6798000.00,3200.00,88,3.82,752618.00,34.48,82317.00,-7.3,36.33,6.02,103.7,3.7,3065000.00,11595000.00,11716000000.00,7701000000.00,22.02,3990000.00,8113000.00,66.6,135,16.9,1.5,0.16,8.1,20216029.00,2.86,3126.00,67671.00,4.49,13.03
Papua New Guinea,East and Southeast Asia,6491000.00,3700.00,561,1.26,462840.00,28.54,21000.00,-4.8,32.81,5.48,48.68,1.4,1139000.00,11316000.00,10597000000.00,4844000000.00,4.48,3168000.00,3073000.00,69.74,192,24,0.5,0,21.3,9819350.00,2.31,,9349.00,3.85,2.75
Uruguay,South America,6450000.00,22800.00,133,5.42,176215.00,12.65,1063701.00,-3.5,8.14,9.12,60.4,4.6,5348000.00,66909000.00,18820000000.00,15051000000.00,7.75,3060000.00,1702000.00,78.66,19,35.5,1.9,-0.88,27.9,3416264.00,0.27,1673.00,77732.00,1.75,10.45
Armenia,Middle East,6354000.00,14200.00,7,3.77,29743.00,10.8,430407.00,-4.8,11.89,9.54,63.4,2.8,3633000.00,53019000.00,5012000000.00,6120000000.00,7.18,2212000.00,1153000.00,76.4,27,36.6,4.6,-5.28,20.2,2989091.00,-0.4,686.00,7700.00,1.65,20.9
Botswana,Africa,5965000.00,14800.00,74,5.98,581730.00,19.95,259525.00,-1,24.41,8.98,19.66,8.7,766000.00,34095000.00,7931000000.00,9277000000.00,7.24,1924000.00,1050000.00,66.04,186,25.7,3.1,2.77,18.9,2417596.00,1.37,888.00,31747.00,2.37,24.72
New Caledonia,Australia and Oceania,5886000.00,31100.00,25,,18575.00,13.96,55000.00,0,4.92,5.92,6.5,,1071000.00,0.00,2207000000.00,4400000000.00,1.4,237800.00,132200.00,79.06,,32.9,,3.62,,300682.00,1.17,,5622.00,1.84,16.57
Uganda,Africa,5841000.00,2200.00,47,6.82,241038.00,40.27,58594.00,-4.1,29.44,4.87,44.19,2.7,2397000.00,2943000.00,6177000000.00,10705000000.00,2.2,4600000.00,16995000.00,69.32,284,15.7,1.3,-3.16,5.3,47729952.00,3.22,1244.00,20544.00,5.26,2.94
Mali,Africa,5679000.00,2100.00,25,0.6,1240192.00,40.54,243806.00,-2.9,58.99,8.3,35.4,4.4,890000.00,4396000.00,5196000000.00,6339000000.00,3.93,7480000.00,7900000.00,62.81,440,16,2.8,-2.99,8.6,21359722.00,2.93,593.00,139107.00,5.45,7.72
Estonia,Europe,4924000.00,38700.00,18,11.65,45228.00,8.48,415610.00,-0.3,3.38,13.13,23.77,6.6,3030000.00,76329000.00,29056000000.00,29234000000.00,4.65,1183000.00,704700.00,78.12,5,43.7,2.07,-2.73,21.2,1202762.00,-0.74,1441.00,58412.00,1.62,6.33
Nicaragua,Central America and the Caribbean,4851000.00,5600.00,147,3.69,130370.00,16.3,290351.00,-2,18.63,5.19,33.3,4.6,1837000.00,14916000.00,6617000000.00,8306000000.00,4.93,3933000.00,3042000.00,75.05,78,27.3,0.5,-2.04,23.7,6359689.00,0.91,,23897.00,1.78,5.96
Equatorial Guinea,Africa,4528000.00,14600.00,7,6.11,28051.00,29.46,1000.00,-3.3,77.85,8.9,37.4,,349000.00,57596000.00,8776000000.00,6245000000.00,4.77,864000.00,549800.00,63.8,212,20.3,1.2,13.01,8,1737695.00,3.36,,2880.00,4.19,9.24
"Congo, Republic of the",Africa,4523000.00,3200.00,27,5.74,342000.00,31.55,1000.00,-7,46.62,8.23,130.8,4.5,629000.00,16156000.00,4670000000.00,3279000000.00,1.72,1794390.00,2268000.00,62.51,282,19.5,4.2,0,9.6,5677493.00,2.33,510.00,23324.00,4.32,23.01
Burkina Faso,Africa,4444000.00,2200.00,23,7.28,274200.00,32.71,13979.00,-7.9,48.17,7.5,72.53,5.5,392000.00,3230000.00,5356000000.00,4779000000.00,3.65,4840000.00,8016000.00,63.82,264,17.9,1.2,-0.59,5.6,22489126.00,2.46,622.00,15304.00,4.14,4.76
Madagascar,Africa,4218000.00,1500.00,83,0.89,587041.00,28.14,32000.00,-2.7,38.27,5.92,36,3.1,587000.00,2307000.00,3341000000.00,4768000000.00,5.81,5800000.00,14813000.00,68.47,392,20.3,0.5,0,5.3,28812195.00,2.22,836.00,31640.00,3.55,2.59
Mauritania,Africa,4041000.00,5300.00,30,0,1030700.00,27.61,18457.00,-0.8,49.95,7.33,96.6,1.9,656000.00,13558000.00,3180000000.00,4312000000.00,3.57,2714000.00,1197000.00,65.57,465,21,2.5,-0.71,12.7,4244878.00,1.96,728.00,12253.00,3.46,11.46
"Bahamas, The",Central America and the Caribbean,3984000.00,30200.00,54,9.48,13880.00,14.49,83000.00,-2.6,12.52,6.47,84.45,2.8,578000.00,140505000.00,3202000000.00,4924000000.00,2.9,385400.00,224400.00,76.38,77,32.8,0.9,0,31.6,358508.00,0.8,,2700.00,1.97,13.24
Namibia,Africa,3831000.00,9100.00,112,2.38,824292.00,24.68,71063.00,-5.5,28.49,6.64,4.64,9.6,640000.00,29811000.00,3955000000.00,6055000000.00,3.62,1325000.00,939000.00,67.04,215,21.8,4.1,0,17.2,2777232.00,1.8,2628.00,48875.00,2.94,21.68
Albania,Europe,3794000.00,14500.00,3,4.4,28748.00,12.48,508937.00,-2,10.54,7.36,84.06,3.1,2531000.00,38442000.00,5612000000.00,8004000000.00,2.04,2291000.00,1378000.00,79.7,8,34.3,1.1,-3.22,21.7,3101621.00,0.19,424.00,3945.00,1.55,11.82
Gaza Strip,Middle East,3341000.00,5600.00,1,,360.00,27.2,376911.00,,14.87,2.88,,5.3,215000.00,13604000.00,3180000000.00,10245000000.00,1.24,3602452.00,1249000.00,75.66,20,18,,-4.46,,2037744.00,1.99,,,3.34,24.9
West Bank,Middle East,3341000.00,5600.00,2,,5860.00,24.02,373050.00,0.4,14.91,3.38,24.4,5.3,215000.00,13604000.00,3180000000.00,10245000000.00,1.24,3938199.00,1249000.00,76.63,20,21.9,,-4.02,,3050760.00,1.66,,4686.00,2.91,24.9
Iceland,Europe,3337000.00,53600.00,96,7.72,103000.00,12.8,141816.00,1.5,1.63,6.57,100.02,7.7,2967000.00,,9775000000.00,10234000000.00,4.44,370000.00,200300.00,83.83,3,37.1,,2.69,21.9,360872.00,0.89,,12898.00,1.95,5.4
Haiti,Central America and the Caribbean,3139000.00,2900.00,14,2.85,27750.00,20.81,31000.00,-1,38.78,7.17,31.1,1.4,3453000.00,3970000.00,1241000000.00,5222000000.00,16.84,4290000.00,5010000.00,66.3,350,24.1,,-1.86,22.7,11470261.00,1.18,,4102.00,2.39,15.73
Guinea,Africa,2981000.00,2600.00,16,0.33,245857.00,35.47,1000.00,-0.5,48.32,7.97,37.9,2.2,992000.00,4133000.00,10266000000.00,5353000000.00,12.6,4900000.00,4890000.00,64.27,553,19.1,1.9,0,7.7,13607249.00,2.75,1086.00,44301.00,4.82,6.34
Guyana,South America,2743000.00,21900.00,117,5.11,214969.00,16.74,95000.00,-4.5,21.63,6.95,52.2,4.5,380000.00,48608000.00,4640000000.00,6611000000.00,5.03,680000.00,299300.00,72.15,112,27.5,1.1,-6.99,20.2,791739.00,0.28,,3995.00,2.06,16.42
